,ds,absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,is_estimated,y,location
85644,2022-11-25 02:00:00,4.125,1.266,306.1,0.0,0.0,255.7,0.0,271.125,0.0,0.0,0.0,0.0,49.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.175,0.0,0.0,994.7,1000.85,0.0,0.0,62.45,1007.05,,0.0,0.0,0.0,0.0,60.697998,-36.29825,0.0,277.45,49.65,57329.6,5.0,1,0.0,C
85611,2022-11-23 17:00:00,3.15,1.27275,2771.975,0.0,0.0,1425.525,0.0,267.45,0.0,0.0,0.0,0.0,89.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.0,0.0,0.0,992.42505,998.625,0.0,0.0,57.55,1004.825,,0.0,0.0,0.0,0.0,264.531,-20.068249,0.0,275.0,90.575,61022.3,5.5,1,0.0,C
85579,2022-11-22 09:00:00,3.2,1.2865,2759.525,31146.6,33.225,2027.5,0.0,267.7,26.8,33597.7,0.0,0.0,85.7,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1011.1,0.0,0.0,995.225,1001.525,0.0,0.0,70.2,1007.825,,0.0,0.0,0.0,0.0,155.83975,4.046,0.0,272.65,91.125,56334.15,4.3,1,1.96,C
85635,2022-11-24 17:00:00,3.8,1.2687501,8402.6,0.0,0.0,1488.25,0.0,269.95,0.0,0.0,0.0,0.0,53.975,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.225,0.0,0.0,993.725,999.9,0.0,0.0,60.525,1006.1,,0.0,0.0,0.0,0.0,264.36523,-20.21875,0.0,276.8,57.8,58659.65,4.6,1,0.0,C
85646,2022-11-25 04:00:00,4.2,1.26675,272.1,0.0,0.0,242.7,0.0,271.3,0.0,0.0,0.0,0.0,41.825,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.45,0.0,0.0,995.025,1001.2,0.0,0.0,63.0,1007.375,,0.0,0.0,0.0,0.0,89.7195,-23.42175,0.0,277.475,42.15,57303.35,5.05,1,0.0,C
85599,2022-11-23 05:00:00,3.2,1.27,2621.0,0.0,0.0,904.55,0.0,267.775,0.0,0.0,0.0,0.0,99.925,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.325,0.0,0.0,993.65,999.85,0.0,0.0,55.9,1006.05,,0.0,0.0,0.0,0.3,102.85575,-16.334,0.0,275.6,100.0,59363.574,5.1499996,1,0.0,C
85597,2022-11-23 03:00:00,3.375,1.2715,3787.75,0.0,0.0,2378.3,0.0,268.35,0.0,0.0,0.0,0.0,99.025,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.7,0.0,0.0,994.07495,1000.275,0.0,0.0,59.0,1006.5,,0.0,0.0,0.0,0.125,75.73075,-29.6495,0.0,275.575,100.0,53621.273,4.95,1,0.0,C
85578,2022-11-22 08:00:00,3.2,1.2905,1404.8002,0.0,6.175,2786.85,0.0,267.7,5.175,0.0,0.0,0.0,75.35,24.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1011.0,0.0,0.0,995.15,1001.45,0.0,0.0,73.8,1007.75,,0.0,0.0,0.0,0.0,142.13824,0.58875,0.0,272.125,79.975,55032.824,4.2,1,0.0,C
85608,2022-11-23 14:00:00,3.1,1.2674999,3647.425,43436.5,0.0,3230.7998,0.0,267.25,0.0,17841.5,0.0,0.0,99.775,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.175,0.0,0.0,992.45,998.625,0.0,0.0,53.85,1004.85,,0.0,0.0,0.0,0.4,225.39575,-2.14575,0.0,275.45,100.0,53009.3,6.3,1,1.96,C
85636,2022-11-24 18:00:00,3.85,1.2687501,7915.6997,0.0,0.0,2422.65,0.0,270.15002,0.0,0.0,0.0,0.0,54.575,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.525,0.0,0.0,994.0,1000.2,0.0,0.0,61.0,1006.4,,0.0,0.0,0.0,0.0,277.90475,-26.9225,0.0,276.875,70.175,58651.25,4.6,1,0.0,C
85623,2022-11-24 05:00:00,3.4250002,1.2705,,0.0,0.0,423.7,0.0,268.6,0.0,0.0,0.0,0.0,44.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1006.95,0.0,0.0,991.5,997.675,0.0,0.0,60.175,1003.875,,0.0,0.0,0.0,0.0,102.89525,-16.54725,0.0,276.0,44.7,58844.875,3.9,1,0.0,C
85642,2022-11-25 00:00:00,4.0,1.266,6095.2,0.0,0.0,1044.75,0.0,270.7,0.0,0.0,0.0,0.0,60.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.0,0.0,0.0,994.55,1000.725,0.0,0.0,60.425003,1006.9,,0.0,0.0,0.0,0.0,25.17775,-45.40175,0.0,277.5,76.775,58700.45,4.925,1,-0.0,C
85618,2022-11-24 00:00:00,3.4,1.273,615.6,0.0,0.0,598.525,0.0,268.3,0.0,0.0,0.0,0.0,56.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.8,0.0,0.0,992.275,998.475,0.0,0.0,60.9,1004.725,,0.0,0.0,0.0,0.0,25.21575,-45.192,0.0,275.3,58.15,59131.25,4.1749997,1,-0.0,C
85601,2022-11-23 07:00:00,3.3,1.268,3620.55,0.0,0.0,810.4,0.0,268.17502,0.0,0.0,0.0,0.0,99.075,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.0,0.0,0.0,993.325,999.5,0.0,0.0,57.05,1005.725,,0.0,0.0,0.0,0.2,128.83499,-4.33675,0.1,275.8,100.0,60170.824,5.55,1,0.0,C
85589,2022-11-22 19:00:00,3.0,1.284,6012.85,0.0,0.0,2749.6,0.0,266.65002,0.0,0.0,0.0,0.0,73.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.725,0.0,0.0,994.07495,1000.325,0.0,0.0,60.45,1006.6,,0.0,0.0,0.0,0.0,292.76776,-33.072,0.0,274.0,92.9,59150.0,3.325,1,0.0,C
85594,2022-11-23 00:00:00,3.1,1.28025,3637.2,0.0,0.0,1353.1001,0.0,267.075,0.0,0.0,0.0,0.0,97.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.2,0.0,0.0,994.5,1000.775,0.0,0.0,59.925,1007.025,,0.0,0.0,0.0,0.0,25.24775,-44.97675,0.0,274.45,100.0,60645.875,3.025,1,-0.0,C
85625,2022-11-24 07:00:00,3.5,1.267,445.1,0.0,0.0,473.9,0.0,268.9,0.0,0.0,0.0,0.0,44.875,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.25,0.0,0.0,991.6,997.8,0.0,0.0,59.925,1004.0,,0.0,0.0,0.0,0.0,128.85075,-4.55275,0.0,276.3,44.875,59380.926,3.95,1,0.0,C
85610,2022-11-23 16:00:00,3.1,1.271,3768.0,0.0,0.0,1009.225,0.0,267.3,0.0,0.0,0.0,0.0,97.475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.95,0.0,0.0,992.3,998.5,0.0,0.0,55.85,1004.725,,0.0,0.0,0.0,0.05,251.47375,-13.50825,0.0,275.15002,97.625,61433.773,6.15,1,0.0,C
85606,2022-11-23 12:00:00,3.3,1.264,3758.025,207677.2,42.3,2856.075,0.0,268.15,16.55,71423.0,0.0,39.6,99.8,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1008.42505,0.0,0.0,992.775,998.925,0.0,0.0,54.75,1005.125,,0.0,0.0,0.0,0.3,198.095,4.88325,0.075,276.15,100.0,58635.977,6.125,1,12.740000000000002,C
85649,2022-11-25 07:00:00,4.4,1.261,386.34998,0.0,0.0,283.425,0.0,271.975,0.0,0.0,0.0,0.0,87.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1011.35,0.0,0.0,995.725,1001.875,0.0,0.0,63.05,1008.05,,0.0,0.0,0.0,0.0,128.8615,-4.7644997,0.0,277.84998,93.1,58847.023,6.1499996,1,0.0,C
85581,2022-11-22 11:00:00,2.95,1.279,5242.475,210794.7,61.7,4466.55,0.0,266.5,42.825,149073.0,17.125,41417.0,92.425,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1010.725,0.0,0.0,994.85,1001.075,0.0,0.0,58.85,1007.35,,0.0,0.0,0.0,0.0,184.063,6.37925,0.0,273.625,94.9,60538.773,4.6749997,1,34.300000000000004,C
85681,2022-11-26 15:00:00,4.4,1.279,,0.0,0.0,3913.5,0.0,271.9,0.0,0.0,0.0,0.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.05,0.0,0.0,1003.45,1009.65,0.0,0.0,64.924995,1015.95,,0.0,0.0,0.0,0.0,238.086,-7.8947496,0.0,277.175,45.9,57415.523,3.2,1,0.0,C
85659,2022-11-25 17:00:00,4.25,1.269,8474.85,0.0,0.0,389.5,0.0,271.55,0.0,0.0,0.0,0.0,74.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.6,0.0,0.0,998.1,1004.275,0.0,0.0,62.7,1010.475,,0.0,0.0,0.0,0.0,264.199,-20.3625,0.0,277.5,87.925,57794.4,4.9,1,0.0,C
85666,2022-11-26 00:00:00,4.3,1.267,6488.5,0.0,0.0,1600.325,0.0,271.8,0.0,0.0,0.0,0.0,76.425,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.175,0.0,0.0,999.65,1005.825,0.0,0.0,61.95,1012.025,,0.0,0.0,0.0,0.0,25.13425,-45.606,0.0,277.775,98.15,57948.574,6.05,1,-0.0,C
85712,2022-11-27 22:00:00,5.175,1.254,2411.0,0.0,0.0,516.425,0.0,274.4,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.475,0.0,0.0,998.0,1004.125,0.0,0.0,62.25,1010.25,,0.0,0.0,0.0,0.1,345.425,-46.9945,0.125,280.075,100.0,58557.727,4.475,1,0.0,C
85694,2022-11-27 04:00:00,4.8,1.27075,397.725,0.0,0.0,364.75,0.0,273.225,0.0,0.0,0.0,0.0,63.675,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.35,0.0,0.0,1000.825,1007.025,0.0,0.0,68.875,1013.25,,0.0,0.0,0.0,0.0,89.779,-23.825748,0.0,277.775,65.725,55321.375,4.525,1,0.0,C
85683,2022-11-26 17:00:00,4.4,1.2845,,0.0,0.0,245.75,0.0,272.0,0.0,0.0,0.0,0.0,14.775,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.57495,0.0,0.0,1003.95,1010.175,0.0,0.0,67.775,1016.45,,0.0,0.0,0.0,0.0,264.0335,-20.499,0.0,276.75,14.775,55525.55,2.15,1,0.0,C
85676,2022-11-26 10:00:00,4.4,1.266,,100811.8,45.95,314.6,0.0,272.075,27.2,66341.2,21.725,0.0,3.475,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1017.65,0.0,0.0,1001.875,1008.05,0.0,0.0,60.45,1014.25,,0.0,0.0,0.0,0.0,169.67075,5.19125,0.0,277.875,3.475,59872.55,4.575,1,15.68,C
85702,2022-11-27 12:00:00,5.25,1.2455001,2642.75,170977.5,34.075,247.65,0.0,274.6,24.6,120804.8,0.175,8120.0,95.125,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1012.275,0.0,0.0,996.8,1002.875,0.0,0.0,61.05,1009.0,,0.0,0.0,0.0,0.0,197.7015,4.145,0.0,280.95,100.0,60203.574,7.35,1,36.260000000000005,C
85698,2022-11-27 08:00:00,5.05,1.2544999,1810.825,0.0,2.075,999.325,0.0,274.05,1.85,0.0,0.0,0.0,86.05,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1013.825,0.0,0.0,998.3,1004.4,0.0,0.0,63.85,1010.575,,0.0,0.0,0.0,0.0,142.10425,-0.46849996,0.0,279.8,100.0,59262.652,6.35,1,0.0,C
85695,2022-11-27 05:00:00,4.8,1.269,1554.0,0.0,0.0,462.7,0.0,273.15002,0.0,0.0,0.0,0.0,63.175,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.725,0.0,0.0,1000.2,1006.375,0.0,0.0,67.75,1012.575,,0.0,0.0,0.0,0.0,102.98025,-17.16175,0.0,278.025,68.1,56161.65,4.8,1,0.0,C
85677,2022-11-26 11:00:00,4.475,1.26575,,171315.1,50.725,527.35,0.0,272.275,28.425,97521.0,33.85,60558.5,10.425,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1017.975,0.0,0.0,1002.275,1008.475,0.0,0.0,60.25,1014.675,,0.0,0.0,0.0,0.0,183.76675,5.57525,0.0,278.05,11.375,59913.926,4.325,1,29.4,C
85658,2022-11-25 16:00:00,4.2,1.2674999,9122.1,0.0,0.0,423.0,0.0,271.425,0.0,0.0,0.0,0.0,66.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.225,0.0,0.0,997.75,1003.95,0.0,0.0,61.875,1010.15,,0.0,0.0,0.0,0.0,251.16075,-13.81075,0.0,277.575,80.675,57719.926,5.0,1,0.0,C
85723,2022-11-28 09:00:00,4.7,1.26325,8177.75,11512.2,21.5,3392.025,0.0,273.1,19.575,20615.7,0.0,0.0,67.6,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1017.8,0.0,0.0,1002.15,1008.3,0.0,0.0,63.125,1014.5,,0.0,0.0,0.0,0.0,155.6595,2.80525,0.0,278.525,100.0,59646.0,5.1,1,0.98,C
85699,2022-11-27 09:00:00,5.1,1.2492499,2551.9,14051.0,23.2,220.35,0.0,274.2,20.85,22693.1,0.0,0.0,88.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1013.0,0.0,0.0,997.5,1003.6,0.0,0.0,61.075,1009.725,,0.0,0.0,0.0,0.0,155.69925,2.9975,0.0,280.5,100.0,59917.125,6.775,1,1.96,C
85690,2022-11-27 00:00:00,4.525,1.27975,321.0,0.0,0.0,282.725,0.0,272.4,0.0,0.0,0.0,0.0,42.05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.175,0.0,0.0,1002.55,1008.775,0.0,0.0,69.175,1015.05,,0.0,0.0,0.0,0.0,25.084,-45.80425,0.0,276.9,42.375,54981.375,3.175,1,-0.0,C
85654,2022-11-25 12:00:00,4.5,1.25975,2176.55,188300.5,37.95,270.45,0.0,272.275,27.075,134367.8,11.3,49547.1,72.65,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1012.175,0.0,0.0,996.5,1002.65,0.0,0.0,63.05,1008.825,,0.0,0.0,0.0,0.0,197.90149,4.5005,0.0,278.0,78.85,59590.402,5.6,1,40.18000000000001,C
85657,2022-11-25 15:00:00,4.225,1.2657499,9032.4,0.0,0.0,313.15,0.0,271.525,0.0,0.0,0.0,0.0,65.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.95,0.0,0.0,997.4,1003.55,0.0,0.0,61.625,1009.75,,0.0,0.0,0.0,0.0,238.2315,-7.7465,0.0,277.725,84.0,58076.6,5.0,1,0.0,C
85674,2022-11-26 08:00:00,4.2,1.26825,7364.5,0.0,2.8000002,2141.05,0.0,271.4,2.3999999,0.0,0.0,0.0,26.675,24.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1016.725,0.0,0.0,1001.05,1007.225,0.0,0.0,60.3,1013.45,,0.0,0.0,0.0,0.0,142.12,-0.26775002,0.0,277.6,41.8,60231.875,4.975,1,0.0,C
85692,2022-11-27 02:00:00,4.725,1.2755,1340.7,0.0,0.0,297.35,0.0,272.975,0.0,0.0,0.0,0.0,65.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1017.45,0.0,0.0,1001.875,1008.075,0.0,0.0,70.45,1014.35,,0.0,0.0,0.0,0.0,60.731,-36.7055,0.0,277.175,69.625,55309.977,3.775,1,0.0,C
85667,2022-11-26 01:00:00,4.3,1.2674999,6970.775,0.0,0.0,504.75,0.0,271.7,0.0,0.0,0.0,0.0,80.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.425,0.0,0.0,999.875,1006.05,0.0,0.0,61.875,1012.25,,0.0,0.0,0.0,0.0,43.89225,-41.808,0.0,277.65002,99.4,58471.523,5.875,1,0.0,C
85700,2022-11-27 10:00:00,5.125,1.24725,3740.65,94128.9,43.6,148.45,0.0,274.35,35.375,80657.8,4.175,0.0,90.85,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1012.525,0.0,0.0,997.025,1003.125,0.0,0.0,60.15,1009.25,,0.0,0.0,0.0,0.0,169.6125,4.99825,0.0,280.7,100.0,60715.7,7.35,1,15.68,C
85720,2022-11-28 06:00:00,4.7,1.262,8410.6,0.0,0.0,353.05,0.0,273.05,0.0,0.0,0.0,0.0,74.625,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.3,0.0,0.0,1000.75,1006.9,0.0,0.0,61.199997,1013.1,,0.0,0.0,0.0,0.0,115.90875,-11.0335,0.0,279.1,99.525,58834.227,4.4,1,0.0,C
85704,2022-11-27 14:00:00,5.2,1.24625,1949.7,26169.1,0.0,228.175,0.0,274.5,0.0,24772.1,0.0,0.0,96.649994,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.125,0.0,0.0,996.625,1002.725,0.0,0.0,60.5,1008.825,,0.0,0.0,0.0,0.15,224.865,-2.7925,0.0,280.975,100.0,41831.95,6.275,1,8.82,C
85678,2022-11-26 12:00:00,4.5,1.2675,2388.0,179387.7,35.95,1341.15,0.0,272.32498,22.5,100326.2,18.2,111666.7,38.274998,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1018.275,0.0,0.0,1002.575,1008.775,0.0,0.0,60.85,1015.0,,0.0,0.0,0.0,0.0,197.80225,4.3195,0.0,278.05,42.15,59726.4,3.85,1,41.16,C
85706,2022-11-27 16:00:00,5.45,1.24975,2354.4502,0.0,0.0,1531.4,0.0,275.125,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.4,0.0,0.0,997.1,1003.2,0.0,0.0,64.4,1009.3,,0.0,0.0,0.0,0.9,250.84924,-14.0845,0.1,280.625,100.0,6335.45,5.75,1,0.0,C
85665,2022-11-25 23:00:00,4.4,1.26675,6426.2,0.0,0.0,314.775,0.0,272.0,0.0,0.0,0.0,0.0,76.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.975,0.0,0.0,999.4,1005.6,0.0,0.0,62.475,1011.8,,0.0,0.0,0.0,0.0,96.299,-47.1015,0.0,277.8,98.75,57863.125,5.5,1,-0.0,C
85682,2022-11-26 16:00:00,4.4,1.283,,0.0,0.0,685.42505,0.0,271.95,0.0,0.0,0.0,0.0,48.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.35,0.0,0.0,1003.75,1010.0,0.0,0.0,66.625,1016.3,,0.0,0.0,0.0,0.0,251.005,-13.95125,0.0,276.9,48.1,56490.75,2.5,1,0.0,C
85668,2022-11-26 02:00:00,4.225,1.268,6818.925,0.0,0.0,509.55,0.0,271.5,0.0,0.0,0.0,0.0,82.35,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.6,0.0,0.0,999.95,1006.15,0.0,0.0,61.2,1012.35,,0.0,0.0,0.0,0.0,60.718,-36.503998,0.0,277.525,99.025,59172.3,5.575,1,0.0,C
85689,2022-11-26 23:00:00,4.5,1.28375,9313.6,0.0,0.0,327.6,-1.0,272.32498,0.0,0.0,0.0,0.0,23.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018.95,0.0,0.0,1003.325,1009.55,3.85,0.0,71.55,1015.85,,0.0,0.0,0.0,0.0,96.209,-47.2985,0.0,276.5,35.825,53480.3,3.025,1,-0.0,C
85656,2022-11-25 14:00:00,4.3,1.26275,7406.4,34345.8,0.0,281.2,0.0,271.725,0.0,29424.9,0.0,0.0,69.35,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.725,0.0,0.0,997.075,1003.25,0.0,0.0,61.7,1009.425,,0.0,0.0,0.0,0.0,225.13126,-2.48325,0.0,277.9,89.75,58891.9,5.1499996,1,16.66,C
85708,2022-11-27 18:00:00,5.75,1.254,1811.45,0.0,0.0,1441.95,0.0,275.84998,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.925,0.0,0.0,997.42505,1003.55,0.0,0.1,70.65,1009.7,,0.0,0.0,0.0,0.6,277.383,-27.333,0.125,279.84998,100.0,5662.425,4.95,1,0.0,C
85709,2022-11-27 19:00:00,5.8,1.2544999,1721.8,0.0,0.0,1371.8,0.0,276.0,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.1,0.0,0.0,997.57495,1003.7,0.0,0.025,72.9,1009.85,,0.0,0.0,0.0,0.575,291.86926,-33.819,0.1,279.65002,100.0,6313.1504,4.6749997,1,0.0,C
85715,2022-11-28 01:00:00,4.875,1.259,2260.025,0.0,0.0,1623.525,0.0,273.5,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.15,0.0,0.0,999.65,1005.8,0.0,0.0,62.75,1011.975,,0.0,0.0,0.0,0.1,43.86425,-42.204998,0.05,279.25,100.0,43505.574,4.2,1,0.0,C
85660,2022-11-25 18:00:00,4.3,1.268,7541.375,0.0,0.0,612.45,0.0,271.75,0.0,0.0,0.0,0.0,74.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.975,0.0,0.0,998.35,1004.55,0.0,0.0,63.3,1010.75,,0.0,0.0,0.0,0.0,277.7305,-27.06625,0.0,277.5,96.55,57798.1,5.0,1,0.0,C
85718,2022-11-28 04:00:00,4.7,1.2574999,2852.0498,0.0,0.0,588.175,0.0,273.0,0.0,0.0,0.0,0.0,99.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.55,0.0,0.0,1000.05,1006.25,0.0,0.0,58.75,1012.35,,0.0,0.0,0.0,0.0,89.80025,-24.0215,0.0,279.575,100.0,61211.727,4.35,1,0.0,C
85685,2022-11-26 19:00:00,4.4,1.286,,0.0,0.0,267.7,-1.0,271.95,0.0,0.0,0.0,0.0,5.65,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.57495,0.0,0.0,1004.0,1010.2,4.35,0.0,70.0,1016.5,,0.0,0.0,0.0,0.0,292.04926,-33.6845,0.0,276.425,5.65,54448.875,2.3,1,0.0,C
85671,2022-11-26 05:00:00,4.2,1.27025,7435.1,0.0,0.0,2804.45,0.0,271.3,0.0,0.0,0.0,0.0,61.725,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.92505,0.0,0.0,1000.4,1006.6,0.0,0.0,60.575,1012.8,,0.0,0.0,0.0,0.0,102.957245,-16.96175,0.0,277.5,79.125,58766.8,5.3500004,1,0.0,C
85743,2022-11-29 05:00:00,4.3,1.274,5652.95,0.0,0.0,2798.1,0.0,271.75,0.0,0.0,0.0,0.0,94.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1022.5,0.0,0.0,1006.9,1013.1,0.0,0.0,59.6,1019.35,,0.0,0.0,0.0,0.1,103.00875,-17.54875,0.0,277.7,100.0,51874.85,4.1499996,1,0.0,C
85756,2022-11-29 18:00:00,4.5,1.288,3109.325,0.0,0.0,1764.75,0.0,272.17502,0.0,0.0,0.0,0.0,99.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1026.75,0.0,0.0,1010.95,1017.25,0.0,0.0,66.1,1023.55,,0.0,0.0,0.0,0.15,277.03726,-27.5705,0.0,276.225,100.0,36321.65,1.7,1,0.0,C
85750,2022-11-29 12:00:00,4.425,1.277,3215.05,155614.6,30.7,2706.175,0.0,272.15002,14.375,76262.3,0.0,576.9,99.85,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1025.325,0.0,0.0,1009.525,1015.75,0.0,0.0,62.55,1022.025,,0.0,0.0,0.0,0.2,197.4945,3.817,0.0,276.9,100.0,15960.375,3.525,1,9.8,C
85747,2022-11-29 09:00:00,4.2,1.276,4564.575,9350.7,19.95,2963.575,0.0,271.475,13.275,13442.9,0.0,0.0,99.85,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1024.6,0.0,0.0,1008.75,1014.975,0.0,0.0,59.1,1021.25,,0.0,0.0,0.0,0.2,155.616,2.61925,0.0,277.17502,100.0,48886.5,3.4250002,1,0.0,C
85734,2022-11-28 20:00:00,5.0,1.273,2254.475,0.0,0.0,1378.65,0.0,273.85,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1022.0,0.0,0.0,1006.25,1012.45,0.0,0.0,67.2,1018.75,,0.0,0.0,0.0,0.7,307.6665,-39.77,0.1,277.55,100.0,7397.475,4.05,1,0.0,C
85746,2022-11-29 08:00:00,4.2,1.2755,4920.5,0.0,1.2,3372.1,0.0,271.4,0.8,0.0,0.0,0.0,99.75,24.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1024.2,0.0,0.0,1008.425,1014.65,0.0,0.0,58.75,1020.9,,0.0,0.0,0.0,0.2,142.05899,-0.85325,0.0,277.34998,100.0,61848.85,3.675,1,0.0,C
85754,2022-11-29 16:00:00,4.5,1.28475,3097.05,0.0,0.0,2200.9,0.0,272.2,0.0,0.0,0.0,0.0,99.85,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1025.925,0.0,0.0,1010.15,1016.425,0.0,0.0,66.325,1022.725,,0.0,0.0,0.0,0.05,250.53949,-14.33025,0.0,276.3,100.0,40340.523,2.675,1,0.0,C
85755,2022-11-29 17:00:00,4.5,1.2865,3051.5,0.0,0.0,2129.3,0.0,272.2,0.0,0.0,0.0,0.0,99.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1026.3,0.0,0.0,1010.55,1016.75,0.0,0.0,66.05,1023.075,,0.0,0.0,0.0,0.1,263.54025,-20.866001,0.0,276.3,100.0,38895.273,1.9499999,1,0.0,C
85761,2022-11-29 23:00:00,4.925,1.2915001,2059.725,0.0,0.0,1509.475,0.0,273.5,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1028.075,0.0,0.0,1012.275,1018.57495,0.0,0.0,77.6,1024.925,,0.0,0.0,0.0,0.2,95.908,-47.85075,0.0,275.3,100.0,10400.525,1.25,1,-0.0,C
